country_id,policy_variant_id,scenario_id,regime_id,v_gross,crosses_v1,cell_result_class
MEX,MUT,low,r2,-0.0179653875245798,False,not_feasible
MEX,PBI,low,r2,-0.0071397388591256,False,not_feasible
MEX,UBI,low,r2,-0.0017539812691018,False,not_feasible
MEX,PEN,low,r3,-0.0847286366780998,False,not_feasible
MEX,GMI:GMI_ideal_aggregate,low,r3,-0.3208094205672378,False,not_feasible
MEX,GMI:GMI_loaded_aggregate,low,r3,-0.2138729470448252,False,not_feasible
MEX,MUT,low,r3,-0.019564211970651,False,not_feasible
MEX,PBI,low,r3,-0.008169364588195,False,not_feasible
MEX,UBI,low,r3,-0.0021309206531967,False,not_feasible
MEX,PEN,low,r4,-0.076738905651923,False,not_feasible
MEX,GMI:GMI_ideal_aggregate,low,r4,-0.304069874150093,False,not_feasible
MEX,GMI:GMI_loaded_aggregate,low,r4,-0.2027132494333954,False,not_feasible
MEX,MUT,low,r4,-0.0166550102787542,False,not_feasible
MEX,PBI,low,r4,-0.0063302958344541,False,not_feasible
MEX,UBI,low,r4,-0.0014643315033502,False,not_feasible
MEX,PEN,mid,r0,0.0650294871158911,False,not_feasible
MEX,GMI:GMI_ideal_aggregate,mid,r0,-0.0851234261100203,False,not_feasible
MEX,GMI:GMI_loaded_aggregate,mid,r0,-0.0567489507400135,False,not_feasible
MEX,MUT,mid,r0,0.0411154331581197,False,not_feasible
MEX,PBI,mid,r0,0.0324771874434579,False,not_feasible
