run_id,run_type,country_id,policy_variant_id,scenario_id,regime_id,channel,channel_contribution_mfc,channel_share_mfc,v_baseline_recomputed,v_without_channel,delta_v,crossing_survives_without_channel,parameter_set_id,dataset_version,diagnostic_block,policy_id,gmi_version,informality_observed,q_bar_baseline,q_bar_no_informality,delta_q_bar,q_prod_baseline,q_prod_no_informality,delta_q_prod,v_no_informality_adoption,baseline_crosses_v1,variant_crosses_v1,crossing_changed,asymmetry_note
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_ideal_aggregate,high,r4,,,,-0.04220548754868314,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_ideal_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,-0.04220548754868314,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_ideal_aggregate,stress,r0,,,,0.13479147549364834,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_ideal_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,0.13479147549364834,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_ideal_aggregate,stress,r1,,,,0.1503493177545167,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_ideal_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,0.1503493177545167,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_ideal_aggregate,stress,r2,,,,0.16245589043679542,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_ideal_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,0.16245589043679542,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_ideal_aggregate,stress,r3,,,,0.14133854772834584,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_ideal_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,0.14133854772834584,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_ideal_aggregate,stress,r4,,,,0.21419975060275132,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_ideal_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,0.21419975060275132,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_loaded_aggregate,low,r0,,,,-0.08040109889883769,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_loaded_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,-0.08040109889883769,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_loaded_aggregate,low,r1,,,,-0.0788410544269062,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_loaded_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,-0.0788410544269062,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_loaded_aggregate,low,r2,,,,-0.07851937847834742,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_loaded_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,-0.07851937847834742,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_loaded_aggregate,low,r3,,,,-0.08020622272381979,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_loaded_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,-0.08020622272381979,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
