run_id,country_id,scenario_id,regime_id,mfc_gross,tax_class,tax_borderline,total_revenue_class,total_revenue_borderline,parameter_set_id,dataset_version
official_4c_tierA_baseline_official_v2,COL,stress,r2,0.09001243301629408,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,COL,stress,r3,0.0833073815874473,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,COL,stress,r4,0.1058693594071577,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,MEX,low,r0,0.12930578367210543,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,MEX,low,r1,0.130555751640533,fiscally_ordinary,True,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,MEX,low,r2,0.13609425171529696,fiscally_ordinary,True,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,MEX,low,r3,0.11966604422385567,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,MEX,low,r4,0.147066370600454,fiscally_ordinary,True,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,MEX,mid,r0,0.09969445103599321,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,MEX,mid,r1,0.10142046472538593,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,MEX,mid,r2,0.10586344989158988,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,MEX,mid,r3,0.094363472129331,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,MEX,mid,r4,0.11700756580784033,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,MEX,high,r0,0.09937734343050474,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,MEX,high,r1,0.10095941072275225,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,MEX,high,r2,0.10537271915803872,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,MEX,high,r3,0.09541581733268077,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,MEX,high,r4,0.11875924125724166,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,MEX,stress,r0,0.09293249280241023,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,MEX,stress,r1,0.09445008390883514,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,MEX,stress,r2,0.09860471804583254,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,MEX,stress,r3,0.09140113994744059,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,MEX,stress,r4,0.11455549916291476,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
